filename,species_code,common_name,scientific_name,source,observation_id,latitude,longitude,observed_date,license,url
steelhead_ocean_327327547_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,327327547,,,2025-11-19 10:40:15-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592993504/medium.jpg
steelhead_ocean_327277211_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,327277211,,,2025-11-19 10:30:33-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592890008/medium.jpg
steelhead_ocean_327277211_01.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,327277211,,,2025-11-19 10:30:33-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592890007/medium.jpg
steelhead_ocean_326708743_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757410/medium.jpg
steelhead_ocean_326708743_01.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757427/medium.jpg
steelhead_ocean_326708743_02.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757447/medium.jpg
steelhead_ocean_326708743_03.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757448/medium.jpg
steelhead_ocean_326708743_04.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757465/medium.jpg
steelhead_ocean_326708743_05.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757479/medium.jpg
steelhead_ocean_326708743_06.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326708743,,,2025-11-15 13:15:00-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591757486/medium.jpg
steelhead_ocean_326576647_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326576647,,,2025-10-29 10:26:00-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591488981/medium.jpg
steelhead_ocean_326576647_01.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326576647,,,2025-10-29 10:26:00-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591488987/medium.jpg
steelhead_ocean_326576625_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326576625,,,2025-10-10 13:30:00-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591488834/medium.jpg
steelhead_ocean_326562077_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326562077,,,2025-08-26 13:02:03-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591466359/medium.jpg
steelhead_ocean_326393900_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326393900,,,2025-10-11 14:06:09-07:00,,https://static.inaturalist.org/photos/591127725/medium.jpg
steelhead_ocean_326165910_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,326165910,,,2024-04-20 15:07:43-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/590679445/medium.jpg
steelhead_ocean_325822104_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325822104,,,2025-08-15 13:15:03-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589991142/medium.jpg
steelhead_ocean_325815874_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325815874,,,2025-09-07 13:46:12-07:00,,https://static.inaturalist.org/photos/589978787/medium.jpg
steelhead_ocean_325755329_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325755329,,,2025-11-09 07:36:34-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589855495/medium.jpg
steelhead_ocean_325572609_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325572609,,,2025-11-08 11:10:21-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589491276/medium.jpg
steelhead_ocean_325572609_01.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325572609,,,2025-11-08 11:10:21-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589491312/medium.jpg
steelhead_ocean_325572609_02.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325572609,,,2025-11-08 11:10:21-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589491345/medium.jpg
steelhead_ocean_325228674_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325228674,,,2025-10-15 11:11:33-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/588804669/medium.jpg
steelhead_ocean_325228674_01.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325228674,,,2025-10-15 11:11:33-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/588804667/medium.jpg
steelhead_ocean_325228674_02.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325228674,,,2025-10-15 11:11:33-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/588804668/medium.jpg
steelhead_ocean_325148797_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325148797,,,2025-06-12 11:42:44-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/588651115/medium.jpg
steelhead_ocean_325137693_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,325137693,,,2025-08-12 13:00:00-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/588629748/medium.jpg
steelhead_ocean_324813523_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324813523,,,2025-07-08 09:55:00-07:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/587983721/medium.jpg
steelhead_ocean_324623957_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324623957,,,2025-11-02 13:54:25-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/587593252/medium.jpg
steelhead_ocean_324260585_00.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324260585,,,2025-10-31 15:52:18-07:00,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/586867663/medium.jpg
steelhead_ocean_324260585_01.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324260585,,,2025-10-31 15:52:18-07:00,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/586867631/medium.jpg
steelhead_ocean_324260585_02.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324260585,,,2025-10-31 15:52:18-07:00,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/586867641/medium.jpg
steelhead_ocean_324260585_03.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324260585,,,2025-10-31 15:52:18-07:00,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/586867648/medium.jpg
steelhead_ocean_324260585_04.jpg,steelhead_ocean,Steelhead (Ocean),Oncorhynchus mykiss irideus,inaturalist,324260585,,,2025-10-31 15:52:18-07:00,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/586867680/medium.jpg
