filename,species_code,common_name,scientific_name,source,observation_id,latitude,longitude,observed_date,license,url
leopard_shark_327200715_00.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,327200715,,,2025-11-11 09:54:34-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592734098/medium.jpg
leopard_shark_326672171_00.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,326672171,,,2025-11-15 12:27:28-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591683786/medium.jpg
leopard_shark_326556678_00.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,326556678,,,2025-09-25,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/591445085/medium.jpg
leopard_shark_326292673_00.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,326292673,,,2025-11-08 17:11:54-08:00,,https://static.inaturalist.org/photos/590929443/medium.jpg
leopard_shark_325951618_00.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,325951618,,,2025-11-10 16:43:42-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/590249508/medium.jpg
leopard_shark_325951618_01.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,325951618,,,2025-11-10 16:43:42-08:00,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/590249523/medium.jpg
leopard_shark_325500793_00.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,325500793,,,2025-11-02 10:00:00-08:00,,https://static.inaturalist.org/photos/589352441/medium.jpg
leopard_shark_325500793_01.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,325500793,,,2025-11-02 10:00:00-08:00,,https://static.inaturalist.org/photos/589352462/medium.jpg
leopard_shark_325500793_02.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,325500793,,,2025-11-02 10:00:00-08:00,,https://static.inaturalist.org/photos/589352489/medium.jpg
leopard_shark_325500793_03.jpg,leopard_shark,Leopard Shark,Triakis semifasciata,inaturalist,325500793,,,2025-11-02 10:00:00-08:00,,https://static.inaturalist.org/photos/589352519/medium.jpg
